date,city,region,country,year,month,season,day_of_year,rain,rain_3day,rain_7day,rain_15day,rain_30day,rain_intensity,consecutive_rain_days,heavy_rain_day,pressure,pressure_change,pressure_3day_trend,rapid_pressure_drop,temp,temp_change,temp_3day_trend,extreme_heat,extreme_cold,humidity,humidity_change,high_humidity,wind_speed,is_monsoon_season,is_winter_rain_season,flood_label,flood_severity,flood_type,data_source,elevation,distance_to_coast,week_of_year,is_pre_monsoon,is_post_monsoon,rain_7day_vs_30day,geographic_region,monsoon_rain_7day,coastal_storm_risk,mountain_rain_risk,monthly_avg_pressure,pressure_anomaly
2016-01-20,Abbottabad,mountain,Pakistan,2016,1,winter,20,0.0,0.0,0.05,3.72,11.700000000000003,0.0,0,0,90.17,0.18999999999999773,0.2600000000000051,0,9.57,0.8200000000000003,0.9600000000000009,0,0,26.97,-20.28,0,1.5,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,3,0,0,0.004273139047944619,mountain,0.0,0,0,90.13731182795699,0.032688172043009445
2015-12-29,Abbottabad,mountain,Pakistan,2015,12,winter,363,0.0,0.0,0.01,0.6900000000000001,31.61,0.0,0,0,90.43,-0.2599999999999909,-0.23999999999999488,0,12.12,0.09999999999999964,1.3099999999999987,0,0,48.99,-7.449999999999996,0,1.42,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,53,0,0,0.0003163455759071209,mountain,0.0,0,0,90.21247311827956,0.21752688172044543
2022-11-04,Abbottabad,mountain,Pakistan,2022,11,autumn,308,0.0,0.009999999999987566,1.1199999999999715,1.1300000000000567,25.06,0.0,0,0,90.03,0.09999999999999432,-0.0799999999999983,0,19.24,0.7999999999999972,1.6799999999999997,0,0,58.52,0.8600000000000065,0,1.27,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,44,0,1,0.04469095407206303,mountain,0.0,0,0,90.15525925925925,-0.12525925925925208
2018-01-11,Abbottabad,mountain,Pakistan,2018,1,winter,11,0.0,0.0,0.060000000000000005,0.4700000000000284,2.6,0.0,0,0,90.19,-0.1700000000000017,-0.1700000000000017,0,11.61,0.8200000000000003,1.4900000000000002,0,0,31.69,-0.019999999999999574,0,1.1,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,2,0,0,0.02306805074971165,mountain,0.0,0,0,90.13731182795699,0.052688172043005466
2019-05-07,Abbottabad,mountain,Pakistan,2019,5,spring,127,0.01,0.010000000000010658,2.889999999999996,20.67000000000003,75.42,0.0004166666666666667,0,0,89.37,-0.18999999999999773,-0.3399999999999892,0,24.53,0.05000000000000071,0.9200000000000017,0,0,35.13,5.590000000000003,0,1.91,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,19,1,0,0.03831824027790663,mountain,0.0,0,0,89.3883870967742,-0.018387096774191036
2018-07-03,Abbottabad,mountain,Pakistan,2018,7,monsoon,184,19.08,39.89,50.05,65.31000000000003,90.46000000000001,0.7949999999999999,19,0,88.62,-0.009999999999990905,-0.269999999999996,0,27.22,-1.9400000000000013,-2.530000000000001,0,0,65.86,7.450000000000003,0,1.86,1,0,1,2,flash_flood,NASA POWER API,850.6399999999992,1261.9165026088256,27,0,0,0.5532771028398977,mountain,50.05,0,0,88.9510394265233,-0.3310394265232901
2023-01-28,Abbottabad,mountain,Pakistan,2023,1,winter,28,0.0,0.029999999999985788,18.14999999999997,27.130000000000056,73.41,0.0,0,0,89.99,-0.3200000000000074,-0.29000000000000625,0,8.38,0.6500000000000004,2.7700000000000005,0,0,56.24,4.609999999999999,0,1.8,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,4,0,0,0.2472381523204965,mountain,0.0,0,0,90.13731182795699,-0.14731182795699738
2021-09-04,Abbottabad,mountain,Pakistan,2021,9,monsoon,247,0.02,0.6299999999999822,49.93999999999997,74.47000000000004,145.83,0.0008333333333333334,0,0,89.26,-0.03999999999999204,-0.14999999999999147,0,24.29,0.3200000000000003,0.5500000000000007,0,0,78.17,2.469999999999999,0,1.39,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,35,0,0,0.3424511935048101,mountain,49.93999999999997,0,0,89.47,-0.20999999999999375
2018-08-27,Abbottabad,mountain,Pakistan,2018,8,monsoon,239,0.0,9.700000000000006,66.17,131.65000000000003,208.16,0.0,0,0,89.15,0.20000000000000284,0.2600000000000051,0,25.12,0.4800000000000004,-0.3099999999999987,0,0,71.05,-5.900000000000006,0,1.52,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,35,0,0,0.31787894946699913,mountain,66.17,0,0,89.09351254480286,0.05648745519714282
2021-05-20,Abbottabad,mountain,Pakistan,2021,5,spring,140,0.56,2.6399999999999926,7.239999999999972,39.33000000000006,79.19,0.023333333333333334,2,0,89.12,-0.19999999999998863,-0.29999999999999716,0,24.34,-0.129999999999999,-0.120000000000001,0,0,46.07,-2.219999999999999,0,1.77,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,20,1,0,0.09142453056534167,mountain,0.0,0,0,89.3883870967742,-0.26838709677419104
2023-01-19,Abbottabad,mountain,Pakistan,2023,1,winter,19,0.28,0.2799999999999858,4.029999999999972,43.51000000000006,56.28,0.011666666666666667,1,0,90.2,0.010000000000005116,0.1599999999999966,0,8.3,1.5300000000000011,2.410000000000001,0,0,45.31,-0.8799999999999955,0,1.19,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,3,0,0,0.07160498214317393,mountain,0.0,0,0,90.13731182795699,0.06268817204301058
2016-12-17,Abbottabad,mountain,Pakistan,2016,12,winter,352,0.0,0.0,4.260000000000003,5.9900000000000135,5.989999999999999,0.0,0,0,90.29,-0.01999999999999602,0.14000000000000057,0,12.49,-0.47000000000000064,-0.6600000000000001,0,0,23.29,-0.3100000000000023,0,1.32,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,50,0,0,0.7110665998998503,mountain,0.0,0,0,90.21247311827956,0.07752688172044486
2016-11-26,Abbottabad,mountain,Pakistan,2016,11,autumn,331,0.0,0.0,0.0,0.010000000000014211,0.41,0.0,0,0,90.12,-0.09999999999999432,-0.11999999999999034,0,16.72,1.009999999999998,0.5799999999999983,0,0,35.29,1.769999999999996,0,1.61,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,47,0,1,0.0,mountain,0.0,0,0,90.15525925925925,-0.035259259259248665
2019-07-03,Abbottabad,mountain,Pakistan,2019,7,monsoon,184,0.03,0.13000000000001066,4.879999999999997,30.31000000000003,57.949999999999996,0.00125,0,0,88.92,-0.030000000000001137,0.09000000000000341,0,33.51,0.7299999999999969,0.8299999999999983,0,0,30.77,1.509999999999998,0,1.8,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,27,0,0,0.08420907318251622,mountain,4.879999999999997,0,0,88.9510394265233,-0.031039426523292946
2017-01-23,Abbottabad,mountain,Pakistan,2017,1,winter,23,0.87,0.8700000000000044,9.670000000000005,20.380000000000013,75.76,0.03625,1,0,90.45,-0.1599999999999966,0.0799999999999983,0,8.26,-1.08,-0.9000000000000004,0,0,69.42,16.5,0,1.61,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,4,0,0,0.12763823075197006,mountain,0.0,0,0,90.13731182795699,0.3126881720430106
2021-02-14,Abbottabad,mountain,Pakistan,2021,2,winter,45,0.0,0.0,251.96999999999997,252.98000000000005,262.03999999999996,0.0,0,0,90.04,0.020000000000010232,0.020000000000010232,0,13.68,-0.15000000000000036,-0.28000000000000114,0,0,51.57,0.6400000000000006,0,1.23,0,1,1,2,riverine,NASA POWER API,850.6399999999992,1261.9165026088256,6,0,0,0.961567083013727,mountain,0.0,0,0,90.08653543307086,-0.046535433070857835
2017-04-11,Abbottabad,mountain,Pakistan,2017,4,spring,101,0.0,0.0,37.760000000000005,75.08000000000003,83.52,0.0,0,0,89.82,-0.1600000000000108,-0.29000000000000625,0,21.27,2.7399999999999984,5.389999999999999,0,0,36.92,2.700000000000003,0,1.63,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,15,1,0,0.45210186659642493,mountain,0.0,0,0,89.68585185185185,0.13414814814814235
2018-02-09,Abbottabad,mountain,Pakistan,2018,2,winter,40,0.0,0.0,0.0,4.980000000000029,5.0200000000000005,0.0,0,0,89.83,0.030000000000001137,-0.10000000000000853,0,10.29,0.4499999999999993,-0.10000000000000142,0,0,27.22,1.6600000000000001,0,1.39,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,6,0,0,0.0,mountain,0.0,0,0,90.08653543307086,-0.2565354330708658
2016-01-31,Abbottabad,mountain,Pakistan,2016,1,winter,31,0.21,20.6,25.150000000000002,25.150000000000002,36.160000000000004,0.008749999999999999,6,0,90.08,-0.14000000000000057,-0.10999999999999943,0,8.66,-0.5800000000000001,1.8600000000000003,0,0,58.07,-12.720000000000006,0,1.22,0,1,1,2,flash_flood,NASA POWER API,850.6399999999992,1261.9165026088256,4,0,0,0.6955006775255109,mountain,0.0,0,0,90.13731182795699,-0.057311827956993966
2016-07-01,Abbottabad,mountain,Pakistan,2016,7,monsoon,183,0.16,0.17,13.41,41.73000000000001,89.78999999999999,0.006666666666666667,1,0,88.61,-0.35999999999999943,-0.6299999999999955,0,31.68,0.41000000000000014,1.370000000000001,0,0,50.44,-3.0800000000000054,0,1.83,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,26,0,0,0.14934681649608536,mountain,13.41,0,0,88.9510394265233,-0.3410394265232952
2019-05-12,Abbottabad,mountain,Pakistan,2019,5,spring,132,0.1,3.8800000000000106,3.8899999999999966,10.320000000000029,62.64000000000001,0.004166666666666667,0,0,89.52,-0.020000000000010232,0.20000000000000284,0,24.39,0.060000000000002274,0.33999999999999986,0,0,47.31,-2.6199999999999974,0,1.66,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,19,1,0,0.062099902619689916,mountain,0.0,0,0,89.3883870967742,0.13161290322580044
2023-04-07,Abbottabad,mountain,Pakistan,2023,4,spring,97,0.0,5.8099999999999845,34.57999999999997,75.73000000000006,112.92,0.0,0,0,90.19,0.09999999999999432,0.4299999999999926,0,16.69,1.1500000000000021,1.4400000000000013,0,0,52.82,-15.46,0,1.59,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,14,1,0,0.30623179036671627,mountain,0.0,0,0,89.68585185185185,0.5041481481481469
2022-04-14,Abbottabad,mountain,Pakistan,2022,4,spring,104,0.05,6.15,6.269999999999972,6.880000000000057,23.91,0.0020833333333333333,0,0,89.3,0.01999999999999602,0.030000000000001137,0,22.78,0.5199999999999996,-2.1899999999999977,0,0,46.16,-8.700000000000003,0,1.54,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,15,1,0,0.26222240809669073,mountain,0.0,0,0,89.68585185185185,-0.38585185185185367
2016-02-08,Abbottabad,mountain,Pakistan,2016,2,winter,39,0.0,0.0,0.0,25.150000000000002,26.780000000000005,0.0,0,0,90.21,0.09999999999999432,0.4899999999999949,0,10.95,-0.8100000000000005,-1.6400000000000006,0,0,51.59,2.8500000000000014,0,1.47,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,6,0,0,0.0,mountain,0.0,0,0,90.08653543307086,0.12346456692912966
2019-09-23,Abbottabad,mountain,Pakistan,2019,9,monsoon,266,0.0,0.0,8.29,21.190000000000023,58.790000000000006,0.0,0,0,89.93,0.12000000000000455,0.23000000000000398,0,24.18,0.05000000000000071,0.8299999999999983,0,0,68.35,2.719999999999999,0,1.66,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,39,0,0,0.14100797741150853,mountain,8.29,0,0,89.47,0.46000000000000796
2021-11-17,Abbottabad,mountain,Pakistan,2021,11,autumn,321,0.0,0.0,0.0,1.340000000000057,42.45,0.0,0,0,90.12,0.18999999999999773,0.21999999999999886,0,13.59,0.2599999999999998,0.8699999999999992,0,0,41.63,-0.9199999999999946,0,1.29,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,46,0,1,0.0,mountain,0.0,0,0,90.15525925925925,-0.035259259259248665
2017-12-27,Abbottabad,mountain,Pakistan,2017,12,winter,361,0.0,0.0,0.07,2.1300000000000283,38.18,0.0,0,0,90.21,-0.010000000000005116,-0.14000000000000057,0,13.36,1.0999999999999996,1.58,0,0,37.87,-3.3100000000000023,0,1.28,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,52,0,0,0.0018333726198894742,mountain,0.0,0,0,90.21247311827956,-0.002473118279567643
2017-05-18,Abbottabad,mountain,Pakistan,2017,5,spring,138,0.03,1.51,2.0999999999999996,2.800000000000021,40.5,0.00125,0,0,89.29,0.030000000000001137,0.15000000000000568,0,27.45,1.8200000000000003,1.1999999999999993,0,0,42.06,-7.589999999999996,0,1.65,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,20,1,0,0.051850571590824915,mountain,0.0,0,0,89.3883870967742,-0.09838709677418933
2016-02-05,Abbottabad,mountain,Pakistan,2016,2,winter,36,0.0,0.0,4.21,25.150000000000002,28.870000000000005,0.0,0,0,90.1,-0.05000000000001137,-0.21999999999999886,0,12.44,0.27999999999999936,2.289999999999999,0,0,38.63,1.9100000000000037,0,1.38,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,5,0,0,0.1458210661217138,mountain,0.0,0,0,90.08653543307086,0.013464566929130228
2021-03-04,Abbottabad,mountain,Pakistan,2021,3,spring,63,0.0,0.0,30.569999999999972,36.75000000000006,289.67999999999995,0.0,0,0,90.01,0.12000000000000455,-0.10999999999999943,0,15.31,0.3200000000000003,0.9700000000000006,0,0,54.27,6.190000000000005,0,1.49,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,9,0,0,0.10552987596701192,mountain,0.0,0,0,89.92720430107526,0.08279569892474115
2019-03-10,Abbottabad,mountain,Pakistan,2019,3,spring,69,0.01,0.010000000000010658,6.729999999999996,37.76000000000003,109.56,0.0004166666666666667,0,0,89.83,-0.1599999999999966,-0.18000000000000682,0,12.52,0.29999999999999893,1.7799999999999994,0,0,59.98,2.1099999999999994,0,1.65,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,10,0,0,0.06142696762534109,mountain,0.0,0,0,89.92720430107526,-0.09720430107526568
2018-04-10,Abbottabad,mountain,Pakistan,2018,4,spring,100,9.97,25.73000000000001,27.799999999999997,40.24000000000003,66.15,0.4154166666666667,3,0,89.71,-0.18000000000000682,-0.060000000000002274,0,18.26,-1.4699999999999989,-3.759999999999998,0,0,75.01,7.02000000000001,0,1.67,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,15,1,0,0.42025063869026913,mountain,0.0,0,0,89.68585185185185,0.024148148148142923
2020-07-02,Abbottabad,mountain,Pakistan,2020,7,monsoon,184,0.0,0.0,25.09,312.38,620.92,0.0,0,0,88.87,-0.25,-0.28000000000000114,0,28.55,1.5300000000000011,1.9200000000000017,0,0,61.49,-9.389999999999993,0,1.54,1,0,1,1,riverine,NASA POWER API,850.6399999999992,1261.9165026088256,27,0,0,0.04040771692373104,mountain,25.09,0,0,88.9510394265233,-0.0810394265232901
2020-01-24,Abbottabad,mountain,Pakistan,2020,1,winter,24,0.0,0.030000000000007104,7.300000000000001,58.24000000000002,79.34,0.0,0,0,90.13,-0.29000000000000625,-0.4300000000000068,0,6.56,1.1199999999999992,1.21,0,0,48.64,-4.339999999999996,0,1.28,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,4,0,0,0.09200791520147213,mountain,0.0,0,0,90.13731182795699,-0.007311827956996808
2015-02-01,Abbottabad,mountain,Pakistan,2015,2,winter,32,2.75,2.76,4.1,19.11,30.96,0.11458333333333333,1,0,90.15,-0.0799999999999983,-0.37999999999999545,0,8.71,-0.9899999999999984,0.6100000000000012,0,0,62.72,14.519999999999996,0,1.76,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,5,0,0,0.13242466328606955,mountain,0.0,0,0,90.08653543307086,0.0634645669291416
2021-03-21,Abbottabad,mountain,Pakistan,2021,3,spring,80,31.05,31.05,31.049999999999972,81.14000000000006,118.71000000000001,1.29375,1,0,89.71,0.03999999999999204,-0.1700000000000017,0,13.45,-4.400000000000002,-3.9400000000000013,0,0,81.57,26.47999999999999,1,1.78,0,1,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,11,0,0,0.2615595858850483,mountain,0.0,0,0,89.92720430107526,-0.21720430107527022
2017-06-06,Abbottabad,mountain,Pakistan,2017,6,monsoon,157,8.26,9.299999999999999,12.559999999999999,14.61000000000002,22.59,0.3441666666666667,2,0,89.07,0.1699999999999875,0.1699999999999875,0,31.46,-3.4399999999999977,-3.6999999999999957,0,0,34.06,16.560000000000002,0,1.86,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,23,1,0,0.5559736178124031,mountain,0.0,0,0,89.05074074074075,0.019259259259243322
2016-10-12,Abbottabad,mountain,Pakistan,2016,10,autumn,286,0.0,0.0,0.22000000000000355,26.100000000000016,56.32000000000001,0.0,0,0,89.47,-0.04000000000000625,-0.060000000000002274,0,22.15,0.17999999999999972,0.2699999999999996,0,0,37.69,-2.8800000000000026,0,1.34,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,41,0,1,0.0039061806430994396,mountain,0.0,0,0,89.89093189964157,-0.4209318996415732
2018-05-16,Abbottabad,mountain,Pakistan,2018,5,spring,136,2.21,16.67000000000001,44.06,62.38000000000003,120.87,0.09208333333333334,5,0,89.4,-0.09999999999999432,-0.14999999999999147,0,23.8,0.5300000000000011,2.0,0,0,51.62,-4.289999999999999,0,1.67,0,0,1,2,flash_flood,NASA POWER API,850.6399999999992,1261.9165026088256,20,1,0,0.3645208528100206,mountain,0.0,0,0,89.3883870967742,0.0116129032258101
2019-12-17,Abbottabad,mountain,Pakistan,2019,12,winter,351,0.0,0.010000000000012435,17.640000000000004,19.130000000000024,39.14,0.0,0,0,90.58,0.14000000000000057,0.12999999999999545,0,6.93,-0.23000000000000043,-0.2600000000000007,0,0,45.23,-4.3700000000000045,0,1.41,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,51,0,0,0.4506783168544494,mountain,0.0,0,0,90.21247311827956,0.3675268817204369
2022-09-18,Abbottabad,mountain,Pakistan,2022,9,monsoon,261,0.0,24.649999999999984,30.939999999999973,167.76000000000005,319.09000000000003,0.0,0,0,89.43,0.28000000000000114,0.5,0,22.94,0.4299999999999997,0.21000000000000085,0,0,68.43,-13.889999999999986,0,1.17,1,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,37,0,0,0.09696293533819497,mountain,30.939999999999973,0,0,89.47,-0.03999999999999204
2017-06-23,Abbottabad,mountain,Pakistan,2017,6,monsoon,174,0.0,13.100000000000001,24.47,44.33000000000002,61.08,0.0,0,0,89.12,0.060000000000002274,0.1700000000000017,0,27.75,1.7399999999999984,4.91,0,0,48.74,-2.0700000000000003,0,1.88,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,25,1,0,0.4006155760383753,mountain,0.0,0,0,89.05074074074075,0.06925925925925469
2017-10-08,Abbottabad,mountain,Pakistan,2017,10,autumn,281,0.0,0.0,0.01,0.10000000000002843,11.45,0.0,0,0,89.65,-0.0899999999999892,-0.21999999999999886,0,24.25,0.5,0.9800000000000004,0,0,45.53,-0.9799999999999969,0,1.39,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,40,0,1,0.0008732861758798359,mountain,0.0,0,0,89.89093189964157,-0.24093189964156636
2021-12-29,Abbottabad,mountain,Pakistan,2021,12,winter,363,0.0,8.52,14.339999999999971,198.49000000000004,212.23,0.0,0,0,90.36,0.060000000000002274,-0.04999999999999716,0,6.83,-0.04999999999999982,0.6600000000000001,0,0,43.61,-15.230000000000004,0,1.22,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,52,0,0,0.06756788593560777,mountain,0.0,0,0,90.21247311827956,0.14752688172043804
2021-02-11,Abbottabad,mountain,Pakistan,2021,2,winter,42,0.0,0.0,251.96999999999997,252.98000000000005,262.03999999999996,0.0,0,0,90.01,0.04000000000000625,0.09000000000000341,0,13.9,-0.08999999999999986,-0.4299999999999997,0,0,48.96,-6.140000000000001,0,1.23,0,1,1,2,riverine,NASA POWER API,850.6399999999992,1261.9165026088256,6,0,0,0.961567083013727,mountain,0.0,0,0,90.08653543307086,-0.07653543307085897
2018-06-23,Abbottabad,mountain,Pakistan,2018,6,monsoon,174,4.22,4.960000000000005,22.57,33.90000000000003,38.940000000000005,0.1758333333333333,9,0,89.04,-0.029999999999986926,-0.11999999999999034,0,28.66,-0.5799999999999983,-0.8900000000000006,0,0,49.27,4.420000000000002,0,2.42,0,0,1,2,flash_flood,NASA POWER API,850.6399999999992,1261.9165026088256,25,1,0,0.5795947715775147,mountain,0.0,0,0,89.05074074074075,-0.010740740740743604
2015-06-09,Abbottabad,mountain,Pakistan,2015,6,monsoon,160,0.04,0.040000000000007106,8.66,9.49,53.080000000000005,0.0016666666666666668,0,0,89.1,-0.020000000000010232,-0.020000000000010232,0,29.92,-0.11999999999999744,0.870000000000001,0,0,32.79,-1.7100000000000009,0,1.93,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,24,1,0,0.16314688871724345,mountain,0.0,0,0,89.05074074074075,0.04925925925924446
2022-08-28,Abbottabad,mountain,Pakistan,2022,8,monsoon,240,8.14,40.98999999999999,106.61999999999998,212.33000000000004,299.44,0.33916666666666667,6,0,89.23,-0.009999999999990905,-0.0899999999999892,0,24.61,0.509999999999998,0.9199999999999982,0,0,77.18,-4.3799999999999955,0,1.01,1,0,1,3,flash_flood,NASA POWER API,850.6399999999992,1261.9165026088256,34,0,0,0.3560634649229731,mountain,106.61999999999998,0,0,89.09351254480286,0.13648745519714112
2023-12-23,Abbottabad,mountain,Pakistan,2023,12,winter,357,0.38,0.3799999999999858,0.3899999999999716,1.2400000000000568,14.24,0.015833333333333335,1,0,90.5,0.3299999999999983,0.269999999999996,0,13.11,-0.2400000000000002,-0.7200000000000006,0,0,43.39,6.469999999999999,0,1.1,0,0,0,0,none,NASA POWER API,850.6399999999992,1261.9165026088256,51,0,0,0.027385717295131774,mountain,0.0,0,0,90.21247311827956,0.2875268817204386
